token,age,occupation,formation,gender,dilemma_1,dilemma_2,dilemma_3,dilemma_4,dilemma_5,dilemma_6,dilemma_7,dilemma_8,dilemma_9,dilemma_10,dilemma_11,dilemma_12,dilemma_13,dilemma_14,dilemma_15,dilemma_16,self_reporting_1,self_reporting_2,SCES_1,SCES_2,SCES_3,SCES_4,SCES_5,SCES_6,SCES_7,SCES_8,SCES_9,SCES_10,start_time,date,submit_time,time_of_completion,group
0jvvmmob41j04lhun0jvvv0x00dyrfie,18-24,Intern,,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",4,5,5,5,5,4,5,5,3,5,5,5,2024-02-29 16:45:55,,2024-02-29 17:34:04,0 days 00:48:09,experimental
surlawbm8tjmhrabr9surlaljk8n61bv,25-34,Junior Developer,Computer Science,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,1,4,5,5,5,5,2,4,5,5,4,3,2024-02-29 15:32:58,,2024-02-29 16:30:06,0 days 00:57:08,experimental
v712iejcprhwm9tcjcov712iewnbsz29,18-24,Student,Computer Science,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Indecisive,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,3,3,5,5,5,3,2,2024-02-29 15:31:59,,2024-02-29 15:56:17,0 days 00:24:18,experimental
tx0xbgc3sckh4mpdi3tx0xb2bo7n1y0z,25-34,Junior Developer,Software Engineering,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Indecisive,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",2,5,5,4,5,5,3,3,4,4,2,3,2024-02-29 15:19:38,,2024-02-29 15:35:34,0 days 00:15:56,experimental
3dj16geki9112s3dj92s9ixghp632c7i,35-44,Junior Developer,Self Taught,Male,Indecisive,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Indecisive,Edit the software to remove the off switch,Informs the customer about the issue,Indecisive,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,3,3,5,3,5,4,4,4,4,3,4,2024-02-29 15:03:42,,2024-02-29 15:25:26,0 days 00:21:44,experimental
pwfgye9ibkmebv8o26pwfgye9l77dhxj,25-34,Mid-Level Developer,Computer Science,Male,Indecisive,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Indecisive,Informs the customer about the issue,Inform the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,4,5,5,5,5,4,3,4,4,4,5,2024-02-29 14:43:48,,2024-02-29 15:03:44,0 days 00:19:56,experimental
1lzm9omnq12un1lzm961gjp7876kfjdo,18-24,Junior Developer,Computer Science,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Indecisive,Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Indecisive,Not revealing the information to the customer,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",4,5,5,5,4,3,2,3,3,4,5,3,2024-02-29 14:42:45,,2024-02-29 15:47:35,0 days 01:04:50,experimental
nisr1iha8p8p6tui4ednisr1icddov9n,18-24,Student,Self Taught,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less",Indecisive,You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,4,3,5,5,5,5,5,5,5,4,4,2024-02-29 14:22:27,,2024-02-29 14:43:00,0 days 00:20:33,experimental
sp2ch35quhdz8i3ysp6qqk4jmcpn2srg,18-24,Student,Computer Engineering,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,4,4,5,5,4,4,4,5,4,3,4,2024-02-29 14:11:43,,2024-02-29 14:46:20,0 days 00:34:37,experimental
4pvesf84agd43d4pvdxt3lh2znh8qmnk,25-34,Junior Developer,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,5,5,5,5,5,5,5,5,5,5,5,2024-02-29 14:08:34,,2024-02-29 14:47:12,0 days 00:38:38,experimental
wg6kl968n8t9oqe0jq5wg6kfaqyewr8h,25-34,Junior Developer,Self Taught,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,1,5,5,5,4,5,4,5,4,4,3,5,2024-02-29 13:54:30,,2024-02-29 14:12:36,0 days 00:18:06,experimental
f8n0si0y5fnk421tiopf8n0s0gjx6kwl,25-34,Student,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,5,3,5,5,5,5,5,2024-02-29 12:42:49,,2024-02-29 13:01:13,0 days 00:18:24,experimental
xmqlaw0yzwu4y6ggxmqlawl7fqxiqvqk,25-34,Senior Developer,Information Systems,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Inform the customer about the bug,Accept the client's work,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less",Indecisive,You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,3,5,5,4,5,5,4,1,4,1,2024-02-28 19:05:19,,2024-02-28 19:27:47,0 days 00:22:28,experimental
pya8dq8zay9pmd4npya8dd90x90qcjvy,18-24,Junior Developer,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Inform the customer about the bug,Accept the client's work,Indecisive,Not revealing the information to the customer,Tell John about the situation before the meeting,Indecisive,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,5,5,2,5,1,3,3,5,4,4,2024-02-28 18:15:59,,2024-02-28 18:55:58,0 days 00:39:59,experimental
9jw3slzr2vp4tef3fgpjdl9jw3slzhqb,45-54,Mid-Level Developer,Computer Science,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",4,5,5,4,5,5,5,5,5,5,5,5,2024-02-28 17:53:19,,2024-02-28 18:43:27,0 days 00:50:08,experimental
9j426tqejy5ft7a3clkr9jpc4egag38j,35-44,Student,Data Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Indecisive,Accept the client's work,Tell the president that you will not discuss the matter,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,5,5,5,5,5,5,5,5,5,5,2024-02-23 18:14:35,,2024-02-23 18:59:01,0 days 00:44:26,experimental
wn09johz4nplmcbwn09zf2uwm4dw9cty,45-54,Senior Developer,,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Indecisive,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved",Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,2,4,4,5,5,3,4,4,3,4,2,2024-02-08 00:31:59,,2024-02-08 00:47:07,0 days 00:15:08,experimental
u7t7qxo0wgx7k8sapfntvcu7t7qxo0rq,25-34,Mid-Level Developer,,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,4,5,3,2,3,4,4,3,4,2023-12-20 19:04:22,,2023-12-20 19:32:24,0 days 00:28:02,experimental
mz3a4k7w6fphnsvhu3nzamz3a4ki5r99,18-24,Intern,Software Engineering,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Indecisive,Notify your manager about the request,Indecisive,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,4,4,4,4,4,3,4,3,3,3,2023-12-15 18:30:14,,2023-12-15 18:47:21,0 days 00:17:07,experimental
64q4yh8qcicq0bhtg64qgcktb3ed30mj,18-24,Intern,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Indecisive,Notify your manager about the request,Tell the president that you will not discuss the matter,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",5,5,5,5,5,5,5,5,5,5,5,5,2023-12-15 14:28:25,,2023-12-15 14:44:52,0 days 00:16:27,experimental
obble3qunnl53m1xobble3ja3tmswya4,25-34,Senior Developer,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Indecisive,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,4,5,5,5,4,4,5,5,4,5,2023-12-12 14:35:50,,2023-12-12 14:52:26,0 days 00:16:36,experimental
46g1lf9h2io4zyer46g19ad61oe30d6e,18-24,Student,Self Taught,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,4,3,2,3,2,3,3,2,2,4,2023-12-02 14:23:02,,2023-12-02 14:40:49,0 days 00:17:47,experimental
fxr0duyyw09p9p4fxrnwhkr60te1qjj8,25-34,Student,,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,5,5,5,4,5,3,5,4,5,5,4,2023-12-01 15:15:29,,2023-12-01 15:35:14,0 days 00:19:45,experimental
rha4hlkl7n1tv2q07r99v0rha4hn94wh,45-54,Senior Developer,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Indecisive,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Indecisive,Indecisive,"Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,5,4,5,5,5,5,5,4,5,5,2023-11-30 21:09:07,,2023-11-30 21:26:31,0 days 00:17:24,experimental
gymc33hnfongzobphgymc330cuix9lrm,18-24,Junior Developer,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Indecisive,Indecisive,Inform the customer about the bug,Accept the client's work,Tell the president that you will not discuss the matter,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,4,5,5,5,4,4,5,5,4,5,4,2023-11-24 12:43:15,,2023-11-24 13:05:25,0 days 00:22:10,experimental
zqzlkjr2g898w3o6zqzlk6ai20qm5wqs,18-24,Student,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Indecisive,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,4,4,5,5,3,1,2,4,4,5,5,2023-11-24 05:49:50,,2023-11-24 06:23:53,0 days 00:34:03,experimental
bkcu9vp7vfonwl97cumbkcutsh3jdh2w,18-24,Student,Computer Engineering,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,5,5,5,5,5,5,5,5,4,5,2023-11-20 20:03:53,,2023-11-20 20:36:52,0 days 00:32:59,experimental
mt66izmysat4oolsx5mt66izmtep0wlq,35-44,Senior Developer,Data Science,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Indecisive,Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,5,5,5,4,5,5,5,4,5,5,4,2023-11-14 22:10:17,,2023-11-14 22:41:13,0 days 00:30:56,experimental
atu4zygfln35jre1okt7atu4zygf1nbj,18-24,Intern,,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Indecisive,Refuse the advertising company's offer,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,5,5,5,5,5,5,5,2023-10-23 23:18:57,,2023-10-23 23:45:33,0 days 00:26:36,experimental
ch963esxx2d1gvobe47qch963e2wnkui,25-34,Student,Computer Science,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Indecisive,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Indecisive,Indecisive,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,4,3,5,4,5,4,5,5,5,4,2023-10-06 19:58:55,,2023-10-06 20:23:09,0 days 00:24:14,experimental
gmuuug5n2z4v9kt90gmuuua5cwg9oz73,25-34,Junior Developer,Information Systems,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Indecisive,Edit the software to remove the off switch,Indecisive,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,1,5,3,5,4,5,2,4,4,4,2,5,2023-10-05 13:08:51,,2023-10-05 13:36:42,0 days 00:27:51,experimental
1f03s4tw6fr4hcf8w91f03sotc36oodd,18-24,Student,Computer Science,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,5,4,4,5,5,4,4,4,2,4,2023-09-26 17:17:48,,2023-09-26 17:33:07,0 days 00:15:19,experimental
i2h6pztnohtihg5jld9ndpr8abfjtin2,18-24,Student,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,2,5,4,4,4,4,4,4,5,4,3,2023-09-23 15:26:07,,2023-09-23 15:47:56,0 days 00:21:49,experimental
mi4n3hjam8wzgtkn2c0f5mi4n306fytt,55-64,Senior Developer,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,5,4,5,5,4,4,5,2023-09-14 13:53:01,,2023-09-14 14:38:42,0 days 00:45:41,experimental
9crc6n6pvga4ew9cred6oieexjq2jg3b,18-24,Junior Developer,Computer Science,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved",Indecisive,"Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",3,4,4,4,3,3,3,3,2,3,2,3,2023-09-12 22:38:29,,2023-09-12 22:58:54,0 days 00:20:25,experimental
tdsnehd8pzahvean7nitdskl6bykwb30,18-24,Junior Developer,Computer Science,Male,Indecisive,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Indecisive,Does not tell the client about the issue,Don't tell the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,4,4,3,4,3,3,3,1,2,1,4,2023-09-12 22:37:53,,2023-09-12 22:59:14,0 days 00:21:21,experimental
